"team_name" "Average Pull Time" "year" "playoff" "one_goal"
"813" "Washington Capitals" 103.916666666667 2021 TRUE "all"
"814" "Winnipeg Jets" 60.025 2016 FALSE "all"
"815" "Winnipeg Jets" 48.2519480519481 2017 FALSE "all"
"816" "Winnipeg Jets" 76.8666666666667 2017 TRUE "all"
"817" "Winnipeg Jets" 89.8611111111111 2018 FALSE "all"
"818" "Winnipeg Jets" 78.4761904761905 2018 TRUE "all"
"819" "Winnipeg Jets" 63.2623122827726 2019 FALSE "all"
"820" "Winnipeg Jets" 238 2019 TRUE "all"
"821" "Winnipeg Jets" 73.115061409179 2020 FALSE "all"
"822" "Winnipeg Jets" 73.75 2020 TRUE "all"
"823" "Winnipeg Jets" 79.6814444444445 2021 FALSE "all"
